vendor_name,bitcoin_amt,USD,date,product_description,Count,can_be_vaped,is_edible,THC purity (%),Quantity/mass,Unit,Unit mass in grams,Total mass in grams
BudWorld,-1,98.8,2018-12-25 19:06:58,1 OZ of Trainwreck (greenhouse) [ORGANIC) SALE!!,,,,,1,oz,,
lemmonflavor,-1,358.8,2018-06-08 19:07:13,100x BUBBLEGUM THC LOLLIPOPS,100,,1,,,,,
maurelius,-1,75.133,2019-01-03 19:07:23,7g SUPER LEMON HAZE £56.77,,,,,,,7,
mooseville13,-1,396.77,2018-12-31 19:07:38,Vape Liquid made from 99.9% THC-A cryst concentrat,,1,,99.9,,,,
GanjaExpress420,-1,551.2,2019-01-03 19:10:08,{112g} Jean-Guy AAA+  (90% sativa),,,,,,,112,
glisteringtheir,-1,130.89,2018-12-24 19:20:35,WEED BLACK DREAM 10G,,,,,,,10,
GreenDelights,-1,83.213,2019-01-04 19:20:46,** 10G 1024 - MEDICAL ORGANIC A++ GRADE **,,,,,,,10,
Cannabis-Nation,-1,10.4104,1969-12-31 19:00:00,?1 THC Vape Oil Pen Cartridge 0.5g,,1,,,,,0.5,
5StarHaze,-1,184.517,2018-10-04 19:21:30,14g CANDY HAZE - IMPORT - UK2UK,,,,,,,14,
BestBudsCali,-1,338,2018-11-05 19:23:59,Cali bud - B.C. Kush 1/4 LB- 1LB,,,,,,,,
luxurystor,-1,106.931,2018-12-31 19:24:36,"Super silver haze - indoor weed - (12,5g)  SALE",,,,,,,,
TheVendingMachine,-1,47.355,2019-01-03 19:30:05,3.5g Premium A+ Aussie Hydro Cannabis,,,,,,,3.5,
PieniPilviPuoti,-1,73.766,2019-01-04 19:35:14,Cookies Kush 3g,,,,,,,3,
HashAttack,-1,674.95,2018-12-17 19:35:24,100 Grams Moroccan Zero Zero,,,,,,,100,
RayfulWhyte,-1,79.394,2018-10-15 19:35:51,1G Highly Potent \'THE DREAM CREAM\' #3 Afghan Hero,,,,,,,1,
signature420,-1,780,2018-12-12 19:36:03,Hp Midgrade AA indoor weed,,,,,,,,
KnockKnock,-1,1057.25,2017-10-17 19:37:14,250G - Amnesia Kush,,,,,,,250,
SweetLeafs,-1,41.6,1969-12-31 19:00:00,3.5g High THC Weed - Garlic Cookies aka GMO $40,,,,,,,3.5,
Crystal_CaveEU,-1,46.696,2018-12-29 19:39:53,10G Synthetic Weed Spice/K2,,,,,,,10,
UrbanLegends,-1,64.239,2018-12-31 19:40:16,5gr Critical Kush *Medical Weed*,,,,,,,5,
tonystarkweed,-1,251.248,2019-01-02 19:41:10,?LIMITED OFFER?28g Blue Dream - IMPORT,,,,,,,28,
SafeStash,-1,142.709,2018-12-13 19:49:14,10ml Vape Wax THC eJuice,,1,,,10,ml,,
FrenchDealers,-1,463.905,2018-12-03 20:00:16,Yellow Hash Cookies Marijuana 100g - 390€,,,1,,,,100,
COECuk,-1,48.2397,2018-12-15 20:00:34,10 x 24g each Cannabis Chocolates,10,,1,,,,24,
dankofengland,-1,52.943,2018-11-26 20:00:55,Intro Offer C+ Grade 6/10 weed £4 a gram 10 GRAMS,,,,,,,10,
Drugs-Bunny,-1,41.6469,2018-10-31 20:01:26,10 Gram Haze Powder Mix - FLYINGDUTCHMANN!!,,,,,,,10,
GammaLabs,-1,38.833,1969-12-31 19:00:00,10 x Cannabis-Infused Sugar Cookies,10,,1,,,,,
royalqueenweed,-1,46.3905,2018-12-27 20:03:40,5g Critical: The Dutch classic!,,,,,,,5,
Marleys-Main-Man,-1,26,2018-12-31 20:03:48,200mg Wana Gummies (Hybrid),,,1,,,,0.2,
tetralabs710,-1,41.6,2019-01-03 20:03:52,1 GRAM OF 91% THC JACK HERER SATIVA DISTILLATE SYR,,,,91,,,1,
GreenConnection,-1,60.661,2019-01-03 20:04:34,7g  ** SUPER SKUNK **  -  AAA+++ HYDRO,,,,,,,7,
5StarHaze,-1,563.6,2018-11-26 20:04:56,50g S5 HAZE 5*\'s Coffeeshop - IMPORT -Uk2Uk,,,,,,,50,
NewYorkPoundCake,-1,129.989,2019-01-02 20:17:40,Bubba Kush Oz *PROMOTION* $124.99,,,,,,,,
GanjaExpress420,-1,114.4,2018-12-12 20:18:13,{3.5g} Shatter +80% THC : GSC Platinum AAAA+,,,,80,,,3.5,
c4rl0s,-1,20.2035,2018-12-24 20:18:49,3g sample +++ TOP QUALITY CANNALOPE HAZE  +++,,,,,,,3,
BigBuddy,-1,130.861,1969-12-31 19:00:00,Candy Kush 10G Weed,,,,,,,10,
HighTimez,-1,1352,2018-08-18 5:20:54,448 g LEMON KUSH (free shipping),,,,,,,448,
FSCannabinoids,0.00995,36.97,2018-12-19 5:21:18,60mg Indica Dominant Canna Capsule x20,20,,,,,capsule,0.06,
planetexpress27,-1,572,2018-10-03 5:21:59,112 Grams !!!! of medical Grade GORILLA GLUE#4 !!!,,,,,,,112,
albinorhino,-1,18.72,2019-01-03 5:22:06,1 HALF GRAM ALBINO RHINO HIGH THC SHATTER VAPE CAR,,1,,,,,0.5,
BestdealsEU,0.0131,50.25,2019-01-04 5:22:23,5G Amnesia Soft Hasch |AAA+ Grade| 8.8€/G,,,,,,,5,
DerFeinschmecker,0.00417,,1969-12-31 19:00:00,1g Lemon Haze,,,,,,,1,
crakedominance,0.02335,95.31,2018-12-25 5:25:43,28 (Twenty-Eight) Grams of AAAA+ OG KUSH ~ JAR QUA,,,,,,,28,
BigBadBudz,-1,135.2,2018-11-03 5:25:57,14g-RudeBoi-Grade A++++ Hydro Indoor Weed,,,,,,,14,
origano,0.003317,13.14,2019-01-03 5:29:20,"weed-haze. 1 gram. good grade stuff, UK vendor.",,,,,,,1,
Cali_GreenzOG,-1,83.2,2018-11-01 5:29:23,OG King Louis Top Shelf Kush 7 g,,,,,,,7,
joeylunchboxes,-1,520,2018-08-07 5:29:34,Sour Diesel Top Quality Pharm Grade Crumble 1oz,,,,,1,oz,,
aussiemedic,0.0207,,1969-12-31 19:00:00,7g Golden Goat,,,,,,,7,
Paulas-BIO-Garten,-1,-1,2019-01-03 11:29:00,2 Gram - 35 EUR - Blue Dream (Sativa/Indica),,,,,,,2,
Paulas-BIO-Garten,-1,-1,2018-12-28 4:05:00,10 Gram - 116 EUR - Blue Dream (Sativa/Indica),,,,,,,10,
Paulas-BIO-Garten,-1,-1,2018-12-22 1:00:00,10 Gram - 126 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,10,
Paulas-BIO-Garten,-1,-1,2018-12-21 9:11:00,3 Gram - 44 EUR - Blue Dream (Sativa/Indica),,,,,,,3,
Paulas-BIO-Garten,-1,-1,2018-12-18 8:19:00,2 Gram - 36 EUR - Blue Dream (Sativa/Indica),,,,,,,2,
Paulas-BIO-Garten,-1,-1,2018-12-14 3:49:00,15 Gram - 171 EUR - Blue Dream (Sativa/Indica),,,,,,,15,
Paulas-BIO-Garten,-1,-1,2018-12-03 4:48:00,11 Gram - 138 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,11,
Paulas-BIO-Garten,-1,-1,2018-12-03 1:39:00,8 Gram - 109 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,8,
Paulas-BIO-Garten,-1,-1,2019-11-29 8:55:00,5 Gram - 70 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,5,
Paulas-BIO-Garten,-1,-1,2019-11-25 7:22:00,3 Gram - 50.5 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,3,
Paulas-BIO-Garten,-1,-1,2019-11-22 9:41:00,5 Gram - 73.5 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,5,
Paulas-BIO-Garten,-1,-1,2019-11-18 3:17:00,1 Gram - 21 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,1,
Paulas-BIO-Garten,-1,-1,2019-11-17 1:55:00,2 Gram - 32 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,2,
Paulas-BIO-Garten,-1,-1,2019-11-17 6:41:00,10 Gram - 128.5 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,10,
Paulas-BIO-Garten,-1,-1,2019-11-16 10:38:00,7 Gram - 97 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,7,
Paulas-BIO-Garten,-1,-1,2019-11-14 6:37:00,3 Gram - 47 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,3,
Paulas-BIO-Garten,-1,-1,2019-11-13 6:39:00,6 Gram - 83 EUR - Arjan`s Ultra Haze #1 (Sativa),,,,,,,6,
OutlawDrugz,-1,-1,2019-05-19 7:28:00,3 Gram - 47 EUR - AMNESIA HASH *PREMIUM*,,,,,,,3,
OutlawDrugz,-1,-1,2019-05-09 12:20:00,1 Gram - 19 EUR - AMNESIA HASH *PREMIUM*,,,,,,,1,
OutlawDrugz,-1,-1,2019-04-27 11:10:00,11 Gram - 126 EUR - AMNESIA HASH *PREMIUM*,,,,,,,11,
OutlawDrugz,-1,-1,2019-04-08 6:25:00,6 Gram - 77 EUR - AMNESIA HASH *PREMIUM*,,,,,,,6,
ClubHerbs,-1,1048.32,2018-12-15 6:14:00,448 Gram - 1048.32 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,448,
ClubHerbs,-1,109.46,2018-12-13 5:30:00,28 Gram - 109.46 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,28,
ClubHerbs,-1,653.08,2018-12-09 10:05:00,224 Gram - 653.08 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,224,
ClubHerbs,-1,623.08,2018-12-09 10:00:00,224 Gram - 623.08 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,224,
ClubHerbs,-1,311.54,2019-11-27 1:49:00,112 Gram - 311.54 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,112,
ClubHerbs,-1,1073.32,2019-11-21 3:43:00,448 Gram - 1073.32 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,448,
ClubHerbs,-1,5241.6,2019-11-20 9:39:00,2240 Gram - 5241.6 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,2240,
ClubHerbs,-1,1103.32,2019-11-20 9:39:00,448 Gram - 1103.32 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,448,
ClubHerbs,-1,99.96,2019-10-31 5:46:00,28 Gram - 99.96 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,28,
ClubHerbs,-1,209.42,2019-10-29 9:46:00,56 Gram - 209.42 USD - Indoor AA++ $100 OZ 300$ QP 1050$ LB Best Deal on Market,,,,,,,56,
the420express,-1,90,2018-12-31 11:02:00,1 Ounce - 90 USD - West Coast Diesel  (greenhouse) ++++FREESHIPPING++++,,,,,1,oz,,
the420express,-1,320,2018-12-29 4:43:00,4 Ounce - 320 USD - West Coast Diesel  (greenhouse) ++++FREESHIPPING++++,,,,,4,oz,,
the420express,-1,1120,2018-12-17 5:09:00,16 Ounce - 1120 USD - West Coast Diesel  (greenhouse) ++++FREESHIPPING++++,,,,,16,oz,,
the420express,-1,90,2018-12-06 5:58:00,1 Ounce - 90 USD - ++++FREESHIPPING++++ West Coast Diesel  (greenhouse),,,,,1,oz,,
willybilly717,-1,187,2019-01-05 7:55:00,10 Piece - 187 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,10,1,,89,,,,
willybilly717,-1,277,2019-01-05 4:06:00,15 Piece - 277 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,15,1,,89,,,,
willybilly717,-1,115,2018-12-30 7:36:00,6 Piece - 115 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,6,1,,89,,,,
willybilly717,-1,97,2018-12-28 4:44:00,5 Piece - 97 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,5,1,,89,,,,
willybilly717,-1,187,2018-12-27 3:06:00,12 Piece - 187 USD - $15***sale*** $15 KingPen 1 Gram THC vape cartridges OIL 89%,12,1,,89,,,,
willybilly717,-1,82,2018-12-23 1:52:00,5 Piece - 82 USD - $15***sale*** $15 KingPen 1 Gram THC vape cartridges OIL 89%,5,1,,89,,,,
willybilly717,-1,133,2018-12-19 1:16:00,7 Piece - 133 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,7,1,,89,,,,
willybilly717,-1,410,2018-12-18 4:11:00,22 Piece - 410 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,22,1,,89,,,,
willybilly717,-1,169,2018-12-15 5:51:00,9 Piece - 169 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,9,1,,89,,,,
willybilly717,-1,914,2018-12-15 4:11:00,50 Piece - 914 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,50,1,,89,,,,
willybilly717,-1,374,2018-12-14 9:19:00,20 Piece - 374 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,20,1,,89,,,,
willybilly717,-1,554,2018-12-14 2:51:00,30 Piece - 554 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,30,1,,89,,,,
willybilly717,-1,482,2018-12-13 8:28:00,26 Piece - 482 USD - $18 KingPen 1 Gram THC vape cartridges OIL 89%,26,1,,89,,,,
zendym,-1,-1,2018-12-18 9:07:00,10 Gram - 120 EUR - Super Silver Haze with Free Shipping and Tracking!,,,,,,,10,
bahtramme,0.0047,54.63,2017-12-05 20:04:08,2 x Blue Cheese(1g) pre-rolled joint!,2,,,,,,1,
WaterSkiier,0.00987,37.36,2018-11-27 20:04:15,3g Strawberry Haze AAA+++ £30 Dutch Import,,,,,,,3,
MidNiteXTC,-1,104,2018-12-31 20:04:26,1oz American Made ~ Pharmaceutical Grade Pure GBL,,,,,1,oz,,
OnePiece,-1,0.936,2018-08-30 20:04:33,,,,,,,,,
WeedChester,0.0697,270.02,2019-01-05 20:04:41,GrapeFruit Diesel - 28 Grams (1 OUNCE) - FREE SHIP,,,,,,,28,
Rotterdamus,0.004439,17.22,2019-01-02 20:05:03,1Gr #ZeroZero #AAA+,,,,,,,1,
CaliExport,-1,280.8,2018-12-10 20:05:37,28g  Zookies * indoor* *Hybirds* A++++,,,,,,,28,
albinorhino,-1,78,2018-12-21 20:09:21,$75 oz LIMITED TIME OFFER.   A+ QUALITY BUD AT BAR,,,,,,,,
robertmondale,-1,36.4,2019-01-04 20:09:48,Peppermint Flavor Coconut Oil Tincture 100 MG THC,,1,,,,,0.1,
tinyrock,-1,-1,2019-01-08 4:50:00,20 Gram - 94 EUR - Skunk Reseller Weed,,,,,,,20,
tinyrock,-1,-1,2019-01-08 1:14:00,20 Gram - 105 EUR - Skunk Reseller Weed,,,,,,,20,
tinyrock,-1,-1,2019-01-08 11:56:00,20 Gram - 102 EUR - Skunk Reseller Weed,,,,,,,20,
tinyrock,-1,-1,2019-01-08 8:29:00,100 Gram - 412 EUR - Skunk Reseller Weed,,,,,,,100,
tinyrock,-1,-1,2019-01-07 8:29:00,32 Gram - 148 EUR - Skunk Reseller Weed,,,,,,,32,
tinyrock,-1,-1,2019-01-07 3:04:00,25 Gram - 116.5 EUR - Skunk Reseller Weed,,,,,,,25,
tinyrock,-1,-1,2019-01-07 9:18:00,100 Gram - 404 EUR - Skunk Reseller Weed,,,,,,,100,
tinyrock,-1,-1,2019-01-07 6:47:00,50 Gram - 227 EUR - Skunk Reseller Weed,,,,,,,50,
tinyrock,-1,-1,2019-01-07 1:38:00,111 Gram - 450 EUR - Skunk Reseller Weed,,,,,,,111,
tinyrock,-1,-1,2019-01-06 12:41:00,20 Gram - 96 EUR - Skunk Reseller Weed,,,,,,,20,
tinyrock,-1,-1,2019-01-05 3:45:00,60 Gram - 264 EUR - Skunk Reseller Weed,,,,,,,60,
tinyrock,-1,-1,2019-01-04 8:06:00,120 Gram - 492 EUR - Skunk Reseller Weed,,,,,,,120,
tinyrock,-1,-1,2019-01-03 2:04:00,1000 Gram - 3012 EUR - Skunk Reseller Weed,,,,,,,1000,
tinyrock,-1,-1,2018-12-30 8:57:00,50 Gram - 219 EUR - Skunk Reseller Weed,,,,,,,50,
tinyrock,-1,-1,2018-12-26 8:53:00,100 Gram - 415 EUR - Skunk Reseller Weed,,,,,,,100,
exotics,-1,26,2019-01-06 0:12:15,100MG HASH EDIBLE - VERY POTENT - 1 PACK,,,1,,,,0.1,
exotics,-1,200,2019-01-07 3:21:58,100MG HASH EDIBLES - VERY POTENT - 10 PACK (1000MG TOTAL),10,,1,,,,0.1,
WeedDepot,-1,107,2018-07-23 3:22:09,1oz Black Russian bud 20.4%THC 4.3% terps excellent bud structur,,,,20.4,1,oz,,
DroDodo,-1,140,2019-01-08 3:47:17,"LEVEL 1 - FULL Ounce $135 **Royal, Afgani Kush**",,,,,1,oz,,
Rolling_rocks,-1,52,2018-09-27 6:45:47,7 Grams of HIGH GRAGE MEDICAL WEED AAAA+ (gorill,,,,,,,7,
Drugs-Bunny,-1,41.626,1969-12-31 19:00:00,10 Gram Haze Powder Mix - LowBudgetSmokers!!!,,,,,,,10,
Dumbledore,-1,155,2019-01-03 6:48:00,28G PICK YOUR STRAIN WW SHIPPING,,,,,,,28,
Voldemort,-1,155,2019-01-06 6:48:09,28g AAA Purple Kush ( FIRE ),,,,,,,28,
TheResistance,-1,175.76,2018-11-29 6:48:38,Gorilla Glue #4 - 1/2oz (14.17g),,,,,,,14.17,
terptrain,-1,130,2019-01-05 6:49:11,5 1ML Skittles THC Distillate Vape Carts,5,1,,,1,ml,,
CaliforniaCannabisCo,-1,208,2018-09-08 6:49:16,2oz Tahoe OG Kush-Mid Grade-Free Shipping,,,,,,,2,
OzzyCo,-1,92.564,2019-01-06 6:49:23,7g LEMON HAZE AAAA+++,,,,,,,7,
OSMOTICA,-1,44.3154,2019-01-04 6:55:41,#AMAZING 4g Quality bud #FREESHIP #UNCOMPRESSED,,,,,,,4,
tetralabs710,-1,124.8,2018-10-10 6:59:45,"5 PACK OF GUMMY BEARS 50mg THC EACH x 10 = 2,500mg",50,,,,,,0.05,
UKPharmaxxx,-1,59.5288,1969-12-31 19:00:00,2ml  trainwreck RSO,,1,,,2,ml,,
The_Distiller,-1,72.8,1969-12-31 19:00:00,5x Nerd Ropes! 150MG THC edible :),5,,1,,,,0.15,
LondonCaviar,-1,264.527,2018-11-17 7:01:01,LondonCaviar 28G Stardawg (1 Oz),,,,,,,28,
RoyalMailer,-1,19.8295,2018-12-18 7:03:16,[UK-->UK] AK-47  - 1g - Next Day,,,,,,,1,
FreshCut,-1,75.2257,2019-01-03 7:07:07,7g Sour Diesel *FREE SHIP,,,,,,,7,
lagrandmere13,-1,59.4967,2019-01-02 7:07:40,5GR Amnesia indoor weed 100% BIO,,,,,,,5,
homegrow1919,-1,160.508,2019-01-05 7:08:33,10g Mr. Nice G13 X Hash Plant,,,,,,,10,
teamextract,-1,61.87,2019-01-05 7:09:19,5ml E-Liquid | CRITICAL HOG Vape Juice [1000mg],,1,,,5,ml,,
CaliExport,-1,280.8,2018-12-03 7:22:50,28g OG Kush * indoor* Indica* A++++,,,,,,,28,
latigosuspend,-1,50.888,1969-12-31 19:00:00,"Gelato 41. TOP GRADE World Class . 3,5 G",,,,,,,3.5,
CannaDelivery,-1,29.366,1969-12-31 19:00:00,"3g Chronic Strain HQ Buds FREE SHIP, *PROMO Price*",,,,,,,3,
skylerpinkman,-1,75.2257,2018-11-28 7:28:10,30 x Swazi Gold Seeds (free shipping),,,,,,,,
gnarlygnome,-1,197.6,2019-01-01 7:32:25,(28g) MIX & MATCH: PREMIUM TOPSHELF INDOOR BUD,,,,,,,28,
StealthFarmer,-1,142.808,2019-01-04 7:32:28,20g Jack Herrer,,,,,,,20,
carpetsurfers,-1,33.8,2019-01-03 7:32:52,1G - THC Distillate 98.9% Lab tested,,1,,98.9,,,1,
MendocinoGreeno,-1,780,2018-10-26 7:32:59,Sour Diesel  HP (Outdoor),,,,,,,,
Energize,-1,83.271,2018-04-27 7:33:03,[5g] Ayahuasca Purple [WEED],,,,,,,5,
marrypoppinsdrugs,-1,44,2019-01-06 7:33:36,3.5g AMNESIA HAZE FAST AND SECURE DELIVERY UK AND EU,,,,,,,2.5,
oneeyejacksstash,-1,78.9,2019-01-04 7:33:40,1g Amnesia Haze High quality crispy dry beutiful,,,,,,,1,
MerrianWebster,-1,114.53,2019-01-08 7:33:50,14 grams Misty Kush (UK Only),,,,,,,14,
EmeraldBudz,-1,150,2018-12-27 7:33:58,1 oz Indoor Trainwreck with a free edible!,,,,,1,oz,,
gardengreen,-1,-1,2019-01-07 9:41:00,10 Gram - 59 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,10,
gardengreen,-1,-1,2019-01-04 6:53:00,20 Gram - 98 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,20,
gardengreen,-1,-1,2019-01-03 2:56:00,12 Gram - 70.8 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,12,
gardengreen,-1,-1,2018-12-26 10:08:00,16 Gram - 94.4 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,16,
gardengreen,-1,-1,2018-12-24 6:47:00,6 Gram - 41.4 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,6,
gardengreen,-1,-1,2018-12-09 10:14:00,7 Gram - 48.3 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,7,
gardengreen,-1,-1,2018-12-02 3:27:00,15 Gram - 88.5 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,15,
gardengreen,-1,-1,2019-11-30 5:55:00,"9 Gram - 56.6 EUR - New Vendor Offer! Organic, Outdoors, Amnesia Haze bio.",,,,,,,9,
gardengreen,-1,-1,2019-11-29 9:01:00,6 Gram - 35.4 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,6,
gardengreen,-1,-1,2019-11-28 11:28:00,"5 Gram - 33 EUR - New Vendor Offer! Organic, Outdoors, Amnesia Haze bio.",,,,,,,5,
gardengreen,-1,-1,2019-11-27 10:38:00,"7 Gram - 34.3 EUR - AMNESIA HAZE, DISCOUNT. Direct from grower, Outdoors, Organic.",,,,,,,7,
gardengreen,-1,-1,2019-11-27 7:42:00,6 Gram - 29.4 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,6,
gardengreen,-1,-1,2019-11-23 1:30:00,10 Gram - 49 EUR - Amnesia Haze. Bio. Direct from grower. Outdoors. Organic.,,,,,,,10,
gardengreen,-1,-1,2019-11-20 3:09:00,"12 Gram - 58.8 EUR - AMNESIA HAZE, DISCOUNT. Direct from grower, Outdoors, Organic.",,,,,,,12,
gardengreen,-1,-1,2019-11-17 9:06:00,"4 Gram - 23.1 EUR - AMNESIA HAZE, DISCOUNT. Direct from grower, Outdoors, Organic.",,,,,,,4,
gardengreen,-1,-1,2019-11-16 8:40:00,"3 Gram - 18.2 EUR - AMNESIA HAZE, DISCOUNT. Direct from grower, Outdoors, Organic.",,,,,,,3,
gardengreen,-1,-1,2019-11-12 9:15:00,"3 Gram - 21.2 EUR - New Vendor Offer! Organic, Outdoors, Amnesia Haze bio.",,,,,,,3,
heroesv-x,-1,-1,2019-01-06 8:33:00,10 Gram - 81 EUR - 1g GirlScoutCookies from APeOrigin- BIO Weed,,,,,,,10,
heroesv-x,-1,-1,2018-12-07 12:44:00,36 Gram - 281 EUR - 1g GirlScoutCookies from APeOrigin- BIO Weed,,,,,,,36,
heroesv-x,-1,-1,2018-12-07 11:00:00,6 Gram - 57 EUR - 1g GirlScoutCookies from APeOrigin- BIO Weed,,,,,,,6,
bloomer,-1,-1,2019-09-28 6:13:00,3.5 Gram - 52 EUR - 3.5 G Northern lights TOP INDICA Free delivery,,,,,,,3.5,
bloomer,-1,-1,2019-09-12 5:40:00,3.5 Gram - 24 EUR - 3.5 G Northern lights TOP INDICA Free delivery,,,,,,,3.5,
bloomer,-1,-1,2019-07-19 11:36:00,5.5 Gram - 33 EUR - 3.5 G Northern lights TOP INDICA Free delivery,,,,,,,5.5,
bloomer,-1,-1,2019-07-10 5:40:00,10.5 Gram - 63 EUR - 3.5 G Northern lights TOP INDICA Free delivery,,,,,,,10.5,
bloomer,-1,-1,2019-07-02 3:49:00,3.5 Gram - 21 EUR - 3.5 G Northern lights TOP INDICA Free delivery,,,,,,,3.5,
bloomer,-1,-1,2019-06-25 9:16:00,14.5 Gram - 87 EUR - 3.5 G Northern lights TOP INDICA Free delivery,,,,,,,14.5,
bloomer,-1,-1,2019-06-17 5:50:00,17.5 Gram - 105 EUR - 3.5 G Northern lights TOP INDICA Free delivery,,,,,,,17.5,
bloomer,-1,70.8,2019-02-23 9:35:00,10 Gram - 70.8 USD - 3.5 G Northern lights TOP INDICA,,,,,,,10,
bloomer,-1,148,2019-01-26 8:04:00,35 Gram - 148 USD - 3.5 G Northern lights TOP INDICA,,,,,,,35,
bloomer,-1,32,2019-01-09 8:14:00,7 Gram - 32 USD - 3.5 G Northern lights TOP INDICA,,,,,,,7,
amsterdamdream,-1,-1,2019-01-08 7:44:00,28 Gram - 241.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,28,
amsterdamdream,-1,-1,2018-12-12 11:22:00,1 Gram - 14.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,1,
amsterdamdream,-1,-1,2019-10-31 11:50:00,6 Gram - 63.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,6,
amsterdamdream,-1,-1,2019-10-26 5:31:00,5 Gram - 55.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,5,
amsterdamdream,-1,-1,2019-10-03 12:57:00,4 Gram - 47.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,4,
amsterdamdream,-1,-1,2019-09-28 3:27:00,5 Gram - 53 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,5,
amsterdamdream,-1,-1,2019-09-28 10:58:00,12 Gram - 119.9 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,12,
amsterdamdream,-1,-1,2019-09-08 9:09:00,2 Gram - 25.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,2,
amsterdamdream,-1,-1,2019-08-16 12:25:00,10 Gram - 100.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,10,
amsterdamdream,-1,-1,2019-08-13 12:16:00,5 Gram - 53.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,5,
amsterdamdream,-1,-1,2019-08-06 12:58:00,10 Gram - 103.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,10,
amsterdamdream,-1,-1,2019-07-31 4:08:00,2 Gram - 25 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,2,
amsterdamdream,-1,-1,2019-07-26 11:01:00,100 Gram - 803.5 EUR - Blue Dream from coffeeshop Amsterdam (best seller in USA),,,,,,,100,
amsterdamdream,-1,-1,2019-06-29 10:01:00,3 Gram - 36.5 EUR - Coffee Shop quality Blue Dream - Potent,,,,,,,3,
weedjs,-1,2240,2019-01-04 9:44:00,896 Gram - 2240 USD - NEW Vendor special//Platinum Kush//INDOOR,,,,,,,896,
weedjs,-1,116,2018-12-23 5:34:00,29 Gram - 116 USD - NEW Vendor special//Platinum Kush//INDOOR,,,,,,,29,
