vendor_name,bitcoin_amt,USD,date,product_description,Count,can_be_vaped,is_edible,THC purity (%),Quantity/mass,Unit,Unit mass in grams,Total mass in grams
weedjs,-1,1137.5,2018-12-14 10:49:00,455 Gram - 1137.5 USD - NEW Vendor special//Platinum Kush//INDOOR,,,,,,,455,
weedjs,-1,395.5,2018-12-08 5:26:00,113 Gram - 395.5 USD - NEW Vendor special//Platinum Kush//INDOOR,,,,,,,113,
weedjs,-1,236,2019-08-30 8:04:00,59 Gram - 236 USD - NEW Vendor special//Platinum Kush//INDOOR,,,,,,,59,
weedjs,-1,120,2019-08-23 3:09:00,30 Gram - 120 USD - NEW Vendor special//Platinum Kush//INDOOR,,,,,,,30,
weedjs,-1,675,2019-08-01 6:59:00,225 Gram - 675 USD - NEW Vendor special//Platinum Kush//INDOOR,,,,,,,225,
weedjs,-1,116,2019-01-05 6:00:00,29 Gram - 116 USD - NEW Vendor special//Grand Daddy Purple?GDP?//INDOOR,,,,,,,29,
weedjs,-1,1137.5,2019-01-03 8:24:00,455 Gram - 1137.5 USD - NEW Vendor special//Grand Daddy Purple?GDP?//INDOOR,,,,,,,455,
weedjs,-1,525,2018-12-21 8:03:00,150 Gram - 525 USD - NEW Vendor special//Grand Daddy Purple?GDP?//INDOOR,,,,,,,150,
weedjs,-1,2240,2018-12-16 2:28:00,896 Gram - 2240 USD - NEW Vendor special//Grand Daddy Purple?GDP?//INDOOR,,,,,,,896,
weedjs,-1,675,2018-12-06 8:53:00,225 Gram - 675 USD - NEW Vendor special//Grand Daddy Purple?GDP?//INDOOR,,,,,,,225,
weedjs,-1,224,2019-11-19 4:43:00,56 Gram - 224 USD - NEW Vendor special//Grand Daddy Purple?GDP?//INDOOR,,,,,,,56,
weedjs,-1,395.5,2019-06-11 4:20:00,113 Gram - 395.5 USD - NEW Vendor special//Grand Daddy Purple?GDP?//INDOOR,,,,,,,113,
PowderedToastMan,-1,-1,2019-06-16 7:43:00,5 Gram - 70.5 EUR - HQ BLACK DOMINA AAA+,,,,,,,5,
PowderedToastMan,-1,-1,2019-06-14 10:14:00,5 Gram - 69.9 EUR - HQ BLACK DOMINA AAA+,,,,,,,5,
PowderedToastMan,-1,-1,2019-05-18 4:40:00,10 Gram - 125.5 EUR - HQ BLACK DOMINA AAA+,,,,,,,10,
PowderedToastMan,-1,-1,2019-05-12 9:49:00,2 Gram - 32.9 EUR - HQ BLACK DOMINA AAA+,,,,,,,2,
PowderedToastMan,-1,-1,2019-04-29 10:15:00,3 Gram - 46.9 EUR - HQ BLACK DOMINA AAA+,,,,,,,3,
PowderedToastMan,-1,-1,2019-04-13 9:12:00,1 Gram - 18.9 EUR - HQ BLACK DOMINA AAA+,,,,,,,1,
PowderedToastMan,-1,-1,2018-12-05 12:04:00,15 Gram - 173.5 EUR - HQ BLACK DOMINA AAA+,,,,,,,15,
weedjs,-1,1137.5,2019-11-06 3:38:00,455 Gram - 1137.5 USD - NEW Vendor special//Bubba Kush//INDOOR,,,,,,,455,
weedjs,-1,2250,2019-10-06 3:08:00,900 Gram - 2250 USD - NEW Vendor special//Bubba Kush//INDOOR,,,,,,,900,
weedjs,-1,116,2019-10-01 12:22:00,29 Gram - 116 USD - NEW Vendor special//Bubba Kush//INDOOR,,,,,,,29,
weedjs,-1,128,2019-06-23 5:54:00,32 Gram - 128 USD - NEW Vendor special//Bubba Kush//INDOOR,,,,,,,32,
weedjs,-1,395.5,2019-04-29 5:09:00,113 Gram - 395.5 USD - NEW Vendor special//Bubba Kush//INDOOR,,,,,,,113,
marcopolofly,-1,-1,2019-09-19 2:06:00,10 Gram - 62 EUR - Sweet Cheese,,,,,,,10,
marcopolofly,-1,-1,2019-09-04 7:19:00,5 Gram - 40.5 EUR - Sweet Cheese,,,,,,,5,
marcopolofly,-1,-1,2019-06-01 9:04:00,10 Gram - 65.5 EUR - Sweet Cheese,,,,,,,10,
marcopolofly,-1,-1,2019-05-06 10:44:00,5 Gram - 37 EUR - Sweet Cheese,,,,,,,5,
Alprausch,-1,-1,2019-01-05 8:01:00,10 Gram - 105 EUR - White Widow indoor,,,,,,,10,
laWnmoWermAn,-1,233,2019-01-08 2:53:00,1 Piece - 233 USD - One ounce of Blue Dream - ship to USA,,,,,1,oz,,
CannabisKingz,-1,1004,2019-01-09 3:26:00,1 Piece - 1004 USD - 112g Pineapple Kush [QP],,,,,,,112,
brucelean,-1,116,2018-12-27 8:35:00,3 Piece - 116 USD - Pure CO2 THC Extract Cartridge 600mg (CLEAR),3,1,,,,,0.6,
brucelean,-1,48,2018-12-21 8:45:00,1 Piece - 48 USD - Pure CO2 THC Extract Cartridge 600mg (CLEAR),,1,,,,,0.6,
brucelean,-1,254,2019-09-22 4:06:00,6 Piece - 254 USD - Pure CO2 THC Extract Cartridge 600mg (CLEAR),6,1,,,,,0.6,
brucelean,-1,82,2019-09-20 9:13:00,2 Piece - 82 USD - Pure CO2 THC Extract Cartridge 600mg (CLEAR),2,1,,,,,0.6,
brucelean,-1,360,2019-06-06 11:18:00,10 Piece - 360 USD - Pure CO2 THC Extract Cartridge 600mg (CLEAR),10,1,,,,,0.6,
brucelean,-1,184,2019-06-05 3:46:00,5 Piece - 184 USD - Pure CO2 THC Extract Cartridge 600mg (CLEAR),5,1,,,,,0.6,
brucelean,-1,324,2019-03-20 6:40:00,10 Piece - 324 USD - Pure CO2 THC Extract Cartridge 600mg (CLEAR),10,1,,,,,0.6,
brucelean,-1,150,2019-03-07 7:51:00,4 Piece - 150 USD - Pure CO2 THC Extract Cartridge 600mg (CLEAR),4,1,,,,,0.6,
amsterdamdream,-1,-1,2019-11-30 2:11:00,2 Gram - 25.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam exceptional quali,,,,28,,,2,
amsterdamdream,-1,-1,2019-11-12 2:59:00,5 Gram - 53.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam exceptional quali,,,,28,,,5,
amsterdamdream,-1,-1,2019-11-05 5:37:00,1 Gram - 14.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam exceptional quali,,,,28,,,1,
amsterdamdream,-1,-1,2019-10-31 11:55:00,15 Gram - 147.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam exceptional quali,,,,28,,,15,
amsterdamdream,-1,-1,2019-10-20 10:35:00,4 Gram - 47.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam exceptional quali,,,,28,,,4,
amsterdamdream,-1,-1,2019-10-09 2:52:00,28 Gram - 257 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam exceptional quali,,,,28,,,28,
amsterdamdream,-1,-1,2019-10-05 8:14:00,5 Gram - 53.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam,,,,28,,,5,
amsterdamdream,-1,-1,2019-10-03 11:26:00,7 Gram - 73.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam exceptional quali,,,,28,,,7,
amsterdamdream,-1,-1,2019-10-02 9:26:00,10 Gram - 98.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam exceptional quali,,,,28,,,10,
amsterdamdream,-1,-1,2019-09-27 8:59:00,10 Gram - 100 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam,,,,28,,,10,
amsterdamdream,-1,-1,2019-09-16 2:32:00,2 Gram - 25.5 EUR - Girl Scout Cookie 28% THC from coffeeshop Amsterdam,,,,28,,,2,
amsterdamdream,-1,-1,2019-09-15 9:08:00,10 Gram - 88.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam,,,,28,,,10,
amsterdamdream,-1,-1,2019-09-06 9:54:00,15 Gram - 147.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam,,,,28,,,15,
amsterdamdream,-1,-1,2019-08-25 9:07:00,4 Gram - 47.5 EUR - Girl Scout Cookie 28% THC coffeeshop Amsterdam,,,,28,,,4,
lvl9000,-1,202,2019-07-07 10:05:00,6 Gram - 202 USD - Clean Pure THC Distillate,,,,,,,6,
lvl9000,-1,170,2019-06-30 1:05:00,5 Gram - 170 USD - Clean Pure THC Distillate,,,,,,,5,
lvl9000,-1,42,2019-06-17 4:48:00,1 Gram - 42 USD - Clean Pure THC Distillate,,,,,,,1,
lvl9000,-1,74,2019-06-08 10:36:00,2 Gram - 74 USD - Clean Pure THC Distillate,,,,,,,2,
lvl9000,-1,266,2019-06-08 10:36:00,8 Gram - 266 USD - Clean Pure THC Distillate,,,,,,,8,
lvl9000,-1,106,2019-06-06 4:45:00,3 Gram - 106 USD - Clean Pure THC Distillate,,,,,,,3,
lvl9000,-1,32,2019-06-04 10:27:00,1 Gram - 32 USD - Clean Pure THC Distillate,,,,,,,1,
lvl9000,-1,650,2019-05-23 8:39:00,20 Gram - 650 USD - Clean Pure THC Distillate,,,,,,,20,
lvl9000,-1,50,2019-06-30 9:05:00,1 Piece - 50 USD - Clean Pure THC Distillate Carts,1,,,,,,,
lvl9000,-1,205,2019-06-09 8:20:00,10 Piece - 205 USD - Clean Pure THC Distillate Carts,10,,,,,,,
lvl9000,-1,568,2019-06-02 6:58:00,31 Piece - 568 USD - Clean Pure THC Distillate Carts,31,,,,,,,
lvl9000,-1,110,2019-05-30 2:13:00,5 Piece - 110 USD - Clean Pure THC Distillate Carts,5,,,,,,,
lvl9000,-1,460,2019-05-26 5:03:00,25 Piece - 460 USD - Clean Pure THC Distillate Carts,25,,,,,,,
lvl9000,-1,120,2019-05-18 4:35:00,5 Piece - 120 USD - Clean Pure THC Distillate Carts,5,,,,,,,
lvl9000,-1,224.5,2019-04-25 8:46:00,11 Piece - 224.5 USD - Clean Pure THC Distillate Carts,11,,,,,,,
BonnieandClyde,-1,43,2019-10-01 1:23:00,5 Gram - 43 USD - WhiteRhino B&C outdoor weed,5,,,,,,,
BonnieandClyde,-1,75,2019-06-13 1:52:00,9 Gram - 75 USD - WhiteRhino B&amp;C outdoor weed,9,,,,,,,
BonnieandClyde,-1,20,2019-04-06 12:45:00,2 Gram - 20 USD - WhiteRhino B&amp;C outdoor weed,2,,,,,,,
BonnieandClyde,-1,37,2019-02-20 5:27:00,4 Gram - 37 USD - WhiteRhino B&amp;C outdoor weed,4,,,,,,,
GreenJack,-1,14.7,2019-08-13 3:18:00,1 Gram - 14.7 USD - Big Bull/Outdoor/AAA/Free Shipping,1,,,,,,,
GreenJack,-1,37.8,2019-10-03 12:35:00,3 Gram - 37.8 USD - Kritikal-K/Outdoor/AAA/Free Shipping,3,,,,,,,
GreenJack,-1,58,2019-09-05 12:54:00,5 Gram - 58 USD - Kritikal-K/Outdoor/AAA/Free Shipping,5,,,,,,,
dutch-christiana,-1,-1,2018-08-12 20:34:44,?AMNESIA HAZE? CANNABIS WEED BUDS 5 EURO !!!!!! FRANCE SHIPPING,,,,,,,,
darkowl,-1,-1,2018-12-10 20:39:44,CANNABIS | AMNESIA HAZE | 20% THC | WINNER OF THE SATIVA CUP,,,,20,,,,
la_farmacia,-1,-1,2018-12-10 20:41:03,0.5G IDICA/HYB/SATIVA 98% THC CO2 PURIFIED $24.99,,,,98,,,0.5,
darkowl,-1,-1,2018-12-10 20:45:30,CANNABIS | CANDY KUSH | 19% THC | LAB TESTED,,,,19,,,,
inferno14,-1,-1,2018-11-10 20:45:53,PREMIUM WEED +++ORANGE BUD+++,,,,,,,,
doktorgreen,-1,-1,2018-12-10 20:54:44,Rest Weed Amnesia Worldclass Medical Cannabis,,,,,,,,
doktorgreen,-1,-1,2018-10-11 20:56:29,Enemy of the State Worldclass Medical Cannabis,,,,,,,,
kingdebat1,-1,-1,2018-11-10 22:18:41,OG Kush Shatter,,,,,,,,
germanexpress,-1,-1,2018-11-10 22:25:46,Santa Maria [High Quality Weed],,,,,,,,
legitdeals,-1,-1,2018-11-10 22:30:43,Topshelf High Quality Medical Marijuana,,,,,,,,
spencerperkins1,-1,-1,2018-10-11 22:31:17,Electric Lemon G,,,,,,,,
spencerperkins1,-1,-1,2018-10-11 22:33:40,Atomic Northern Lights,,,,,,,,
spencerperkins1,-1,-1,2018-10-11 22:33:45,American Kush,,,,,,,,
greyspharm,-1,-1,2018-09-11 22:35:20,Medical Marijuana,,,,,,,,
spencerperkins1,-1,-1,2018-09-11 22:36:07,OG Kush Marijuana Flowers,,,,,,,,
fishermanze,-1,-1,2018-10-11 22:58:11," quality seeds(weed,ganja,sinsemilla) 100% growth",,,,,,,,
shonshopz,-1,-1,2018-10-11 23:13:50,Ak47 Marijuana Grade AA (Sativa),,,,,,,,
RealHarryWilson,-1,31.5,2019-01-07 10:56:00,3 Gram - 31.5 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,3,
RealHarryWilson,-1,205,2019-11-01 9:27:00,28 Gram - 205 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,28,
RealHarryWilson,-1,84,2019-10-24 12:45:00,10 Gram - 84 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,10,
RealHarryWilson,-1,39,2019-10-22 4:30:00,4 Gram - 39 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,4,
RealHarryWilson,-1,204,2019-10-18 10:41:00,30 Gram - 204 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,30,
RealHarryWilson,-1,114,2019-07-22 3:05:00,14 Gram - 114 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,14,
RealHarryWilson,-1,373,2019-06-20 12:02:00,56 Gram - 373 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,56,
RealHarryWilson,-1,46.5,2019-06-16 4:52:00,5 Gram - 46.5 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,5,
RealHarryWilson,-1,61.5,2019-06-11 6:22:00,7 Gram - 61.5 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,7,
RealHarryWilson,-1,76.5,2019-04-27 11:45:00,9 Gram - 76.5 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,9,
RealHarryWilson,-1,144,2019-04-19 5:19:00,18 Gram - 144 USD -  Blackberry x Blueberry - 70% Indica 30% Sativa,,,,,,,18,
NamasteBitches420,-1,67.5,2019-01-07 7:18:00,14 Gram - 67.5 USD - New Gelato Indoor (Super Frosty)(Just Harvested 12/18/18,,,,,,,14,
NamasteBitches420,-1,53,2019-01-05 2:34:00,10 Gram - 53 USD - New Gelato Indoor (Super Frosty)(Just Harvested 12/18/18,,,,,,,10,
NamasteBitches420,-1,300.5,2019-01-04 12:04:00,70 Gram - 300.5 USD - New Gelato Indoor (Super Frosty)(Just Harvested 12/18/18,,,,,,,70,
NamasteBitches420,-1,124.2,2019-01-03 11:54:00,28 Gram - 124.2 USD - New Gelato Indoor (Super Frosty)(Just Harvested 12/18/18,,,,,,,28,
brucelean,-1,210,2019-07-03 2:33:00,1 Ounce - 210 USD - Grand daddy Purple,,,,,1,oz,,
brucelean,-1,180,2019-05-23 7:10:00,1 Ounce - 180 USD - Grand daddy Purple,,,,,1,oz,,
MissAmerica,-1,148,2019-01-06 6:10:00,10 Piece - 148 USD - GUMMY THC INFUSED,10,,,,,,,
DreamWeaver,-1,-1,2018-12-12 0:00:00,1.2g White Russian  / Perfectly cured / FREE UK,,,,,,,1.2,
TheCanadianReserve,-1,-1,2019-01-04 0:00:00,~SALE~ MK Ultra 2oz \'AAA\' Indoor ~SALE~,,,,,2,oz,,
DutchDreams,-1,-1,2019-01-09 3:25:37,ORANGE KUSH 3 GRAM,,,,,,,3,
DutchDreams,-1,-1,2019-01-07 0:00:00,SKITTLES  5  GRAM,,,,,,,5,
DreamWeaver,-1,-1,2019-01-02 0:00:00,3.5g Northern Lights |  A+++ GRADE / MUST HAVE!,,,,,,,3.5,
DreamWeaver,-1,-1,2018-12-14 0:00:00,5g Northern Lights | A+++ GRADE / MUST HAVE!,,,,,,,5,
NextGeneration,-1,-1,2018-12-13 0:00:00,Exclusive Power Plant AAA++++ 7g FREE UK NDD,,,,,,,7,
NextGeneration,-1,-1,2019-01-02 0:00:00,Stardawg Cali Strain AAA+++ 14g FREE UK NDD,,,,,,,14,
CocaBoss,-1,-1,2019-10-26 0:00:00,28 Grams Amnesia Haze,,,,,,,28,
TheCanadianReserve,-1,-1,2018-12-07 0:00:00,Blue Dream 14.5 Grams Indoor \'AAA\',,,,,,,14.5,
cerberus,-1,-1,2018-12-03 0:00:00,Cialis Pharma Grade Lilly brand 4 x 20mg tablets,4,,,,20,mg,,
danhash,-1,-1,2019-11-13 0:00:00,3g Premium Pure Organic Black Himalayan Charas (Indica),,,,,,,3,
CaliforniaDreams,-1,-1,2018-12-22 0:00:00,0.3 g Sour Diesel BHO/ WAX ~80% THC / Dab Concentrate,,,,80,,,0.3,
CaliforniaDreams,-1,-1,2018-12-03 0:00:00,6 THC-Infused COOKIES | 75 mg THC | Edibles,6,,1,,75,mg,,
BG-Farmer,-1,159.12,2018-09-12 4:37:39,"22 grams Blue Cheese, indoor, EU vendor",,,,,,,22,
ShineyBudsUK,-1,49.3618,1969-12-31 19:00:00,3.5g Silver Bubble AAA Grade Bud,,,,,,,2,
PremiumWeedAu,-1,144.072,2019-01-05 4:38:26,DANK DANK WHITE WIDOW 14g Bud *Extra 15% for FE*,,,,,,,3.5,
CannabisClub,-1,17.9789,2018-08-19 4:41:59,1g Amnesia Haze,,,,,,,1,
DoktorGreen,-1,1850.06,2018-02-17 4:42:12,175g Amnesia (Pure) Worldclass Medical Cannabis Qu,,,,,,,175,
Budfather,-1,135.2,2019-01-03 4:42:26,20G - Budfather Caramel Weed (PL-PL +10% Extra),,,,,,,20,
LenasBioLaden,-1,113.925,2018-09-27 6:21:14,ESCROW *5g* Lena\'s * LIMONCELLO HAZE * Bio Weed *,,,,,,,5,
UrbanLegends,-1,93.394,1969-12-31 19:00:00,25gr RestWeed AMNESIA/WHITE WIDOW,,,,,,,25,
KwikDrugs,-1,9.3394,2018-07-12 6:21:34,> KWIKDRUGS- 1 G MID GRADE LEVEL SKUNK,,,,,,,1,
glisteringtheir,-1,43.1548,2018-12-28 6:22:35,WEED CRITICAL IMPACT 3G,,,,,,,3,
RoyalMail,-1,18.6789,1969-12-31 19:00:00,1g of Candy Haze A*- DUTCH - Sample Uk,,,,,,,1,
drugsstore_sky,0.0804,536.17,2018-07-09 6:46:17,40G Blue Dream Block AAAA++++,,,,,,,40,
LEAN_GREEN_MACHINE,-1,104,1969-12-31 19:00:00,1 OZ AAAA PAPA KUSH BC BUD PAPA KUSH BONUS 10%,,,,,1,oz,,
sign_UP,0.00486,16.94,2018-12-13 6:55:48,AAA+ indoor Northen Light (3G),,,,,,,3,
weedjs,-1,1246.96,2019-01-04 6:56:53,Special//1LB 455G//Grand Daddy Purple?GDP),,,,,,,455,
radarbreeder,0.01292,47.11,2018-12-28 6:57:13,STARDAWG. 3.5G 1/8. IMPORT DISPENSARY MEDICAL GRAD,,,,,,,3.5,
SuomenNinja,0.00387,14.84,2019-01-04 6:57:17,BubbleGum |LED| PUSSINPOHJA 13eur/G!!! Suomen Post,,,,,,,,
DiscountWeedCo,-1,104,2018-10-15 6:57:28,14 Grams of Sunday Driver Flower. TOP SHELF,,,,,,,14,
walpee911,-1,60,2018-12-22 7:58:00,,,,,,,,,
walpee911,-1,73,2018-12-04 5:40:00,,,,,,,,,
walpee911,-1,153,2019-09-26 12:44:00,,,,,,,,,
walpee911,-1,133,2019-09-10 12:50:00,,,,,,,,,
walpee911,-1,233,2019-08-27 10:06:00,,,,,,,,,
walpee911,-1,193,2019-07-11 3:58:00,,,,,,,,,
walpee911,-1,93,2019-07-02 11:21:00,,,,,,,,,
walpee911,-1,413,2019-06-13 2:58:00,,,,,,,,,
walpee911,-1,222,2019-04-20 3:42:00,,,,,,,,,
walpee911,-1,1133,2019-04-19 9:15:00,,,,,,,,,
walpee911,-1,513,2019-03-21 5:54:00,,,,,,,,,
walpee911,-1,733,2019-02-24 1:48:00,,,,,,,,,
walpee911,-1,122,2019-02-13 8:43:00,,,,,,,,,
SoCalKush420,-1,130,2018-12-19 7:13:46,1oz Jager Bud for $120 (SOCAL DANKS!) (US ONLY),,,,,1,oz,,
DoktorGreen,0.28,2222.39,2018-07-26 8:15:25,100g 50/50 Enemy and Amnesia,,,,,,,100,
thebudventure,-1,1300,2019-01-04 8:20:57,Tangerine Dream - 1 lb of Greenhouse,,,,,1,lb,,
TopGear,0.01095,43.23,2018-12-29 21:42:49,3.5G Amnesia  Haze. Great 5* WEED,,,,,,,3.5,
SonnenscheinWeed,0.467,3021.15,2018-10-19 21:43:38,250G Amnesia Haze AA+ | 5.85€/G,,,,,,,250,
420toU,-1,176.8,2018-12-12 21:43:49,AAA+ INDOOR TOP SHELF WEED -- 1oz,,,,,1,oz,,
cannadepot,-1,67.6,2018-12-28 21:44:27,1 FULL gram ROVE Vape Cartridge Sativa - WAUI,,,,,,,,
BG-Farmer,-1,145.6,2018-09-30 21:44:32,"20 grams Orange Kush, indoor, EU vendor",,,,,,,20,
PaulSimon,-1,26,2018-09-06 21:44:37,3.5g Kraken - AAA weed - CANADA ONLY,,,,,,,3.5,
MyMedic,0.0868,295.21,2018-12-12 21:44:59,28g Fruit Spirit HydroWeed (Blueberry X White Wido,,,,,,,28,
Marleys-Main-Man,-1,780,2018-05-09 21:45:16,112g Durban Poison (Sativa),,,,,,,112,
MaryTane,-1,426.4,2018-03-28 21:46:56,Gorilla Glue TOP SHELF FIRE BUDS -56g,,,,,,,56,
KatiesCarts,-1,191.36,2019-01-04 21:47:28,10x JUUL Pod filled with THC or CBD oil.,10,1,,,,,,
TopWeedShop,0.0104,40.03,2018-12-27 21:48:21,? 3G Weed - Critical Mass Indoor ?,,,,,,,3,
yamakashi,-1,531,2019-01-08 21:48:25,50g Weed Critical Kush - Superior Quality ! - Best Price-EUROPE,,,,,,,50,
tonystarkweed,0.0362,140.46,2019-01-02 17:27:45,?TOPDEAL?14g Super Lemon Haze - Sativa,,,,,,,14,
medoil2you,0.03258,144.71,2018-11-21 17:28:14,RSO pure paste 10gr made of Dutch Weed,,,,,,,10,
signature420,-1,1456,2018-09-01 17:28:21,1LB AAA+ indoor only 1400$ SALE,,,,,1,lb,,
WEEDCBD,0.1687,668.22,2019-01-03 17:28:36,>>>High quality 112g hydro weed >>>,,,,,,,112,
ubereatz,0.00514,17.92,2018-12-13 17:28:40,? GORILLA GLUE #5 1 GRAM (LIMITED SUPPLY),,,,,,,1,
Topshelfcanna,-1,2287.99,2018-12-28 17:28:55," GRADE A, WORLD WIDE LB, Pound, Unit, INDOOR",,,,,,,,
tinyrock,0.069,267.31,2019-01-05 17:28:59,25g # OG Kush | Diesel Kush,,,,28,,,25,
RealHarryWilson,-1,211.6,2019-01-10 5:24:00,28 Gram - 211.6 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,28,
RealHarryWilson,-1,190,2019-01-07 8:47:00,24 Gram - 190 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,24,
RealHarryWilson,-1,218.8,2018-12-21 4:05:00,29 Gram - 218.8 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,29,
RealHarryWilson,-1,33.4,2018-12-17 7:21:00,3 Gram - 33.4 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,3,
RealHarryWilson,-1,25.6,2018-12-09 6:10:00,2 Gram - 25.6 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,2,
RealHarryWilson,-1,115,2018-12-08 5:31:00,14 Gram - 115 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,14,
RealHarryWilson,-1,64.6,2018-12-07 5:29:00,7 Gram - 64.6 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,7,
RealHarryWilson,-1,103.6,2019-10-20 2:31:00,12 Gram - 103.6 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,12,
RealHarryWilson,-1,56.8,2019-10-05 3:28:00,6 Gram - 56.8 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,6,
RealHarryWilson,-1,49,2019-09-22 3:52:00,5 Gram - 49 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,5,
RealHarryWilson,-1,390.8,2019-07-30 11:56:00,56 Gram - 390.8 USD - Bruce Banner #3 - 28% THC - Sativa,,,,28,,,56,
TheCaptainChronic,0.00724,34.82,2018-11-20 17:36:03,1g Blueberry,,,,,,,1,
420HighStreet,-1,116.48,2019-01-05 17:37:07,10 GRAMS PREMIUM INDOOR -- KUSH / CANDYLAND / MORE,,,,,,,10,
DeutscheConnection,0.309,2743.04,2018-04-20 17:37:16,250 gram Skunk XL,,,,,,,250,
kimono,0.0181,73.31,2019-01-08 17:41:24,1 X PRE CHARGED THC VAPE - USA STANDARD CHEESE,,,,,,,,
OSMOTIC,0.3228,1237.85,2018-12-26 17:41:45,#AMAZING 224g Quality bud #FREESHIP #UNCOMPRESSED,,,,,,,224,
homegrow1919,0.02115,82.07,2019-01-02 17:41:55,Jack Herer 5g organic weed,,,,,,,5,
VitalikButerin,0.00358,14.49,2019-01-10 17:43:01,? 1 Gram 84% High Grade Clear Mdma ?,,,,84,,,1,
WeedMapsInc,-1,1039.99,1969-12-31 19:00:00,$1000/Pound of Bud *Bubba Kush/Trainwreck/PK*,,,,,,,,
medoil2you,0.179,724.1,2018-12-23 17:43:28,RSO pure paste 60gr made of Dutch Weed SALE,,,,,,,60,
BestdealsEU,0.0585,214.65,2019-01-12 17:52:59,25G Amnesia Haze | AA Grade | 7.2€/G,,,,,,,25,
c4rl0s,0.1098,380.03,2018-12-09 17:53:33,50g VERY RARE type of NEBULA HAZE +++ TOTAL MAGIC,,,,,,,50,
george1580,0.02929,112.92,2019-01-06 17:54:20,15g Cannalope Haze - Pulver,,,,,,,15,
TREES,0.0181,113.33,2018-09-17 17:56:47,Amnesia Kush (Feminised Seeds) Dinafem x10,,,,,,,,
2monkeyz,-1,72.8,2019-01-06 17:57:34,1000mg CBD or THC Oil Tincture - 30ml,,,,,1000,mg,,
HazeShopDE,0.039,157.89,2019-01-10 17:57:38,10g Amnesia Haze,,,,,,,10,
MyBazzar,0.0199,81.65,2019-01-07 17:59:23,14g Red Dragon Kush,,,,,,,14,
Soul_Growers,0.01627,55.33,2018-12-12 17:59:32,WARLOCK ? 5 Gram ? Medical Strain,,,,,,,5,
CaliKindness,-1,36.4,2019-01-11 18:03:45,3.5g SFV OG (hybrid) (Cali Standard),,,,,,,3.5,
mrkushtadi,0.01955,71.28,2018-12-28 18:05:09,?7G Critical Kush A+++ 10/10 ?,,,,,,,7,
royalqueenweed,0.175,1350.65,2018-07-23 18:05:14,50g Amnesia Haze: 22% THC!,,,,22,,,50,
Zeboncoin,0.01949,78.9,2019-01-10 18:05:28,Moroccan Amnezia Hash Sativa AAA+++  10G=>60€,,,,,,,10,
GreenFingers,0.00704,27.27,2019-01-05 18:05:49,ANGEL~DELIGHT A grade pollen 7g new seller pack,,,,,,,7,
Italianpizza_112,-1,761.28,2018-08-17 18:22:25,24 x Supreme (Red) 1000mg - 90%+ THC,24,,,90,1000,mg,,
maurelius,0.01077,41.31,2019-01-04 18:22:40,3.5g SUPER LEMON HAZE £29.82,,,,,,,3.5,
OzzyCo,0.01043,38.27,2019-01-12 18:23:14,2g CANDY HAZE FREEdelivery COFFEESHOP,,,,,,,2,
DOPE_CHEF,0.01299,,1969-12-31 19:00:00,?5g Pure Moroccan Amnesia Hash +++?,,,,,,,5,
Strain-Hunters.EU,0.00812,32.87,2019-01-10 18:23:26,2 Grams # SOUR DIESEL [A+ Grade],,,,,,,2,
pickledrick,0.0244,,1969-12-31 19:00:00,"7G \""Highest Quality\"" White Widow",,,,,,,7,
